2,2,4,4,target
2,2,4,5,target
2,2,5,1,target
2,2,5,2,target
2,2,5,3,target
2,2,5,4,target
2,2,5,5,target
2,3,1,1,outlier
2,3,1,2,outlier
2,3,1,3,outlier
2,3,1,4,outlier
2,3,1,5,outlier
2,3,2,1,outlier
2,3,2,2,outlier
2,3,2,3,outlier
2,3,2,4,target
2,3,2,5,target
2,3,3,1,outlier
2,3,3,2,outlier
2,3,3,3,target
2,3,3,4,target
2,3,3,5,target
2,3,4,1,outlier
2,3,4,2,target
2,3,4,3,target
2,3,4,4,target
2,3,4,5,target
2,3,5,1,outlier
2,3,5,2,target
2,3,5,3,target
2,3,5,4,target
2,3,5,5,target
2,4,1,1,outlier
2,4,1,2,outlier
2,4,1,3,outlier
2,4,1,4,outlier
2,4,1,5,outlier
2,4,2,1,outlier
2,4,2,2,outlier
2,4,2,3,outlier
2,4,2,4,outlier
2,4,2,5,target
2,4,3,1,outlier
2,4,3,2,outlier
2,4,3,3,target
2,4,3,4,target
2,4,3,5,target
2,4,4,1,outlier
2,4,4,2,outlier
2,4,4,3,target
2,4,4,4,target
2,4,4,5,target
2,4,5,1,outlier
2,4,5,2,target
2,4,5,3,target
2,4,5,4,target
2,4,5,5,target
2,5,1,1,outlier
2,5,1,2,outlier
2,5,1,3,outlier
2,5,1,4,outlier
2,5,1,5,outlier
2,5,2,1,outlier
2,5,2,2,outlier
2,5,2,3,outlier
2,5,2,4,outlier
2,5,2,5,outlier
2,5,3,1,outlier
2,5,3,2,outlier
2,5,3,3,outlier
2,5,3,4,target
2,5,3,5,target
2,5,4,1,outlier
2,5,4,2,outlier
2,5,4,3,target
2,5,4,4,target
2,5,4,5,target
2,5,5,1,outlier
2,5,5,2,outlier
2,5,5,3,target
2,5,5,4,target
2,5,5,5,target
3,1,1,1,outlier
3,1,1,2,outlier
3,1,1,3,outlier
3,1,1,4,target
3,1,1,5,target
3,1,2,1,outlier
3,1,2,2,target
3,1,2,3,target
3,1,2,4,target
3,1,2,5,target
3,1,3,1,outlier
3,1,3,2,target
3,1,3,3,target
3,1,3,4,target
3,1,3,5,target
3,1,4,1,target
3,1,4,2,target
3,1,4,3,target
3,1,4,4,target
3,1,4,5,target
3,1,5,1,target
3,1,5,2,target
3,1,5,3,target
3,1,5,4,target
3,1,5,5,target
3,2,1,1,outlier
3,2,1,2,outlier
3,2,1,3,outlier
3,2,1,4,outlier
3,2,1,5,outlier
3,2,2,1,outlier
3,2,2,2,outlier
3,2,2,3,outlier
3,2,2,4,target
3,2,2,5,target
3,2,3,1,outlier
3,2,3,2,outlier
3,2,3,3,target
3,2,3,4,target
3,2,3,5,target
3,2,4,1,outlier
3,2,4,2,target
3,2,4,3,target
3,2,4,4,target
3,2,4,5,target
3,2,5,1,outlier
3,2,5,2,target
3,2,5,3,target
3,2,5,4,target
3,2,5,5,target
3,3,1,1,outlier
3,3,1,2,outlier
3,3,1,3,outlier
3,3,1,4,outlier
3,3,1,5,outlier
3,3,2,1,outlier
3,3,2,2,outlier
3,3,2,3,outlier
3,3,2,4,outlier
3,3,2,5,target
3,3,3,1,outlier
3,3,3,2,outlier
3,3,3,3,outlier
3,3,3,4,target
3,3,3,5,target
3,3,4,1,outlier
3,3,4,2,outlier
3,3,4,3,target
3,3,4,4,target
3,3,4,5,target
3,3,5,1,outlier
3,3,5,2,target
3,3,5,3,target
3,3,5,4,target
3,3,5,5,target
3,4,1,1,outlier
3,4,1,2,outlier
3,4,1,3,outlier
3,4,1,4,outlier
3,4,1,5,outlier
3,4,2,1,outlier
3,4,2,2,outlier
3,4,2,3,outlier
3,4,2,4,outlier
3,4,2,5,outlier
3,4,3,1,outlier
3,4,3,2,outlier
3,4,3,3,outlier
3,4,3,4,outlier
3,4,3,5,target
3,4,4,1,outlier
3,4,4,2,outlier
3,4,4,3,outlier
3,4,4,4,target
3,4,4,5,target
3,4,5,1,outlier
3,4,5,2,outlier
3,4,5,3,target
3,4,5,4,target
3,4,5,5,target
3,5,1,1,outlier
3,5,1,2,outlier
3,5,1,3,outlier
3,5,1,4,outlier
3,5,1,5,outlier
3,5,2,1,outlier
3,5,2,2,outlier
3,5,2,3,outlier
3,5,2,4,outlier
3,5,2,5,outlier
3,5,3,1,outlier
3,5,3,2,outlier
3,5,3,3,outlier
3,5,3,4,outlier
3,5,3,5,outlier
3,5,4,1,outlier
3,5,4,2,outlier
3,5,4,3,outlier
3,5,4,4,target
3,5,4,5,target
3,5,5,1,outlier
3,5,5,2,outlier
3,5,5,3,outlier
3,5,5,4,target
3,5,5,5,target
4,1,1,1,outlier
4,1,1,2,outlier
4,1,1,3,outlier
4,1,1,4,outlier
4,1,1,5,target
4,1,2,1,outlier
4,1,2,2,outlier
4,1,2,3,target
4,1,2,4,target
4,1,2,5,target
4,1,3,1,outlier
4,1,3,2,target
4,1,3,3,target
4,1,3,4,target
4,1,3,5,target
4,1,4,1,outlier
4,1,4,2,target
4,1,4,3,target
4,1,4,4,target
4,1,4,5,target
4,1,5,1,target
4,1,5,2,target
4,1,5,3,target
4,1,5,4,target
4,1,5,5,target
4,2,1,1,outlier
4,2,1,2,outlier
4,2,1,3,outlier
4,2,1,4,outlier
4,2,1,5,outlier
4,2,2,1,outlier
4,2,2,2,outlier
4,2,2,3,outlier
4,2,2,4,outlier
4,2,2,5,target
4,2,3,1,outlier
4,2,3,2,outlier
4,2,3,3,target
4,2,3,4,target
4,2,3,5,target
4,2,4,1,outlier
4,2,4,2,outlier
4,2,4,3,target
4,2,4,4,target
4,2,4,5,target
4,2,5,1,outlier
4,2,5,2,target
4,2,5,3,target
4,2,5,4,target
4,2,5,5,target
4,3,1,1,outlier
4,3,1,2,outlier
4,3,1,3,outlier
4,3,1,4,outlier
4,3,1,5,outlier
4,3,2,1,outlier
4,3,2,2,outlier
4,3,2,3,outlier
4,3,2,4,outlier
4,3,2,5,outlier
4,3,3,1,outlier
4,3,3,2,outlier
4,3,3,3,outlier
4,3,3,4,outlier
4,3,3,5,target
4,3,4,1,outlier
4,3,4,2,outlier
4,3,4,3,outlier
4,3,4,4,target
4,3,4,5,target
4,3,5,1,outlier
4,3,5,2,outlier
4,3,5,3,target
4,3,5,4,target
4,3,5,5,target
4,4,1,1,outlier
4,4,1,2,outlier
4,4,1,3,outlier
4,4,1,4,outlier
4,4,1,5,outlier
4,4,2,1,outlier
4,4,2,2,outlier
4,4,2,3,outlier
4,4,2,4,outlier
4,4,2,5,outlier
4,4,3,1,outlier
4,4,3,2,outlier
4,4,3,3,outlier
4,4,3,4,outlier
4,4,3,5,outlier
4,4,4,1,outlier
4,4,4,2,outlier
4,4,4,3,outlier
4,4,4,4,outlier
4,4,4,5,target
4,4,5,1,outlier
4,4,5,2,outlier
4,4,5,3,outlier
4,4,5,4,target
4,4,5,5,target
4,5,1,1,outlier
4,5,1,2,outlier
4,5,1,3,outlier
4,5,1,4,outlier
4,5,1,5,outlier
4,5,2,1,outlier
4,5,2,2,outlier
4,5,2,3,outlier
4,5,2,4,outlier
4,5,2,5,outlier
4,5,3,1,outlier
4,5,3,2,outlier
4,5,3,3,outlier
4,5,3,4,outlier
4,5,3,5,outlier
4,5,4,1,outlier
4,5,4,2,outlier
4,5,4,3,outlier
4,5,4,4,outlier
4,5,4,5,outlier
4,5,5,1,outlier
4,5,5,2,outlier
4,5,5,3,outlier
4,5,5,4,outlier
4,5,5,5,target
5,1,1,1,outlier
5,1,1,2,outlier
5,1,1,3,outlier
5,1,1,4,outlier
5,1,1,5,outlier
5,1,2,1,outlier
5,1,2,2,outlier
5,1,2,3,target
5,1,2,4,target
5,1,2,5,target
5,1,3,1,outlier
5,1,3,2,target
5,1,3,3,target
5,1,3,4,target
5,1,3,5,target
5,1,4,1,outlier
5,1,4,2,target
5,1,4,3,target
5,1,4,4,target
5,1,4,5,target
5,1,5,1,outlier
5,1,5,2,target
5,1,5,3,target
5,1,5,4,target
5,1,5,5,target
5,2,1,1,outlier
5,2,1,2,outlier
5,2,1,3,outlier
5,2,1,4,outlier
5,2,1,5,outlier
5,2,2,1,outlier
5,2,2,2,outlier
5,2,2,3,outlier
5,2,2,4,outlier
5,2,2,5,outlier
5,2,3,1,outlier
5,2,3,2,outlier
5,2,3,3,outlier
5,2,3,4,target
5,2,3,5,target
5,2,4,1,outlier
5,2,4,2,outlier
5,2,4,3,target
5,2,4,4,target
5,2,4,5,target
5,2,5,1,outlier
5,2,5,2,outlier
5,2,5,3,target
5,2,5,4,target
5,2,5,5,target
5,3,1,1,outlier
5,3,1,2,outlier
5,3,1,3,outlier
5,3,1,4,outlier
5,3,1,5,outlier
5,3,2,1,outlier
5,3,2,2,outlier
5,3,2,3,outlier
5,3,2,4,outlier
5,3,2,5,outlier
5,3,3,1,outlier
5,3,3,2,outlier
5,3,3,3,outlier
5,3,3,4,outlier
5,3,3,5,outlier
5,3,4,1,outlier
5,3,4,2,outlier
5,3,4,3,outlier
5,3,4,4,target
5,3,4,5,target
5,3,5,1,outlier
5,3,5,2,outlier
5,3,5,3,outlier
5,3,5,4,target
5,3,5,5,target
5,4,1,1,outlier
5,4,1,2,outlier
5,4,1,3,outlier
5,4,1,4,outlier
5,4,1,5,outlier
5,4,2,1,outlier
5,4,2,2,outlier
5,4,2,3,outlier
5,4,2,4,outlier
5,4,2,5,outlier
5,4,3,1,outlier
5,4,3,2,outlier
5,4,3,3,outlier
5,4,3,4,outlier
5,4,3,5,outlier
5,4,4,1,outlier
5,4,4,2,outlier
5,4,4,3,outlier
5,4,4,4,outlier
5,4,4,5,outlier
5,4,5,1,outlier
5,4,5,2,outlier
5,4,5,3,outlier
5,4,5,4,outlier
5,4,5,5,target
5,5,1,1,outlier
5,5,1,2,outlier
5,5,1,3,outlier
5,5,1,4,outlier
5,5,1,5,outlier
5,5,2,1,outlier
5,5,2,2,outlier
5,5,2,3,outlier
5,5,2,4,outlier
5,5,2,5,outlier
5,5,3,1,outlier
5,5,3,2,outlier
5,5,3,3,outlier
5,5,3,4,outlier
5,5,3,5,outlier
5,5,4,1,outlier
5,5,4,2,outlier
5,5,4,3,outlier
5,5,4,4,outlier
5,5,4,5,outlier
5,5,5,1,outlier
5,5,5,2,outlier
5,5,5,3,outlier
5,5,5,4,outlier
5,5,5,5,outlier
